moduleCode,title,semesters,moduleCredit,prereqTree
BN2001,Independent Study,"1,2",4,
BN2102,Bioengineering Data Analysis,2,4,
BN2105,Medical Device Life Cycle Management,2,4,
BN2111,Biomedical Engineering Principles and Practice II,2,4,
BN2201,Quantitative Physiology for Bioengineers,"1,2",4,
BN2204,Fundamentals of Biomechanics,2,4,
BN2301,Biochemistry and Biomaterials for Bioengineers,1,4,
BN2403,Fundamentals of Biosignals and Bioinstrumentation,1,4,
BN3101,Biomedical Engineering Design,"1,2",6,
BN3101A,Biomedical Engineering Design,"1,2",4,
BN3202,Musculoskeletal Biomechanics,2,4,
BN3301,Introduction To Biomaterials,2,4,"{'or': [{'and': [{'or': ['CM1121:D', 'CM1501:D']}, 'BN2301:D']}, 'MLE3104:D']}"
BN3402,Bio-Analytics for Engineers,2,4,"{'and': [{'or': ['CM1121:D', 'CM1501:D']}, {'or': ['LSM1101:D', 'LSM1401:D']}]}"
BN4101,B.Eng. Dissertation,"1,2,3,4",8,
BN4102,Gerontechnology in Ageing,2,4,
BN4103,Assistive Technology for Persons with Disability,1,4,
BN4109,Special Topic In Bioengineering,2,4,
BN4202,Biofluids Dynamics,2,4,"{'or': ['ME2134:D', 'CN2122:D', 'BN2202:D']}"
BN4203,Robotics in Rehabilitation,2,4,
BN4301,Principles Of Tissue Engineering,1,4,
BN4302,Organs in a Dish: Organoid Bioengineering,2,4,
BN4303,Tissue Engineering for Designing Food,2,4,
BN4304,Engineering Strategies for Gene and Cell Manufacturing,1,4,
BN4403,Cellular Bioengineering,1,4,LSM2103:D
BN4404,Bioelectromechanical Systems - Biomems,2,4,
BN4406,Biophotonics And Bioimaging,2,4,BN2403:D
BN4501,Engineering Biology,1,4,
BN4701,Serious Games for Health,1,4,
BN5001,Independent Research Project,"1,2",4,
BN5101,Biomedical Engineering Systems,1,4,
BN5102,Clinical Instrumentation,2,4,
BN5104,Quantitative Physiology Principles in Bioengineering,1,4,
BN5201,Advanced Biomaterials,2,4,
BN5202,Orthopaedic Biomechanics,1,4,
BN5203,Advanced Tissue Engineering,2,4,
BN5207,Medical Imaging Systems,2,4,
BN5208,Biomedical Quality and Regulatory Systems,1,4,
BN5209,Frontiers in Neurotechnology,2,4,
BN5211,Medical Robotics,1,4,
BN5302,Organs in a Dish: Organoid Bioengineering,2,4,
BN5303,Tissue Engineering for Designing Food,2,4,
BN5304,Biomedical Engineering Practice and Innovation,2,4,
BN5501,The Biodesign Process of Innovation in Healthcare,1,4,
BN5511,Introduction to Global Medical Device Regulation,1,4,
BN5512,Medical Device Regulation in the US and EU,1,4,
BN5513,Medical Device Regulation in ASEAN and AsiaPacific,2,4,
BN5514,Medical Device Regulatory Process Strategy and Planning,2,4,
BN5515,Clinical Design and Evaluation of Medical Devices,1,4,
BN5516,"Medical Device Design, Development and Testing",1,4,
BN5666,Industrial Attachment,"1,2",4,
BN5999,Graduate Seminars,"1,2",4,
BN6202,Advanced Human Motion Biomechanics,2,4,
BN6999,Doctoral Seminars,"1,2",8,
BPM1701,Calculus and Statistics,1,0,
BPM1702,Microsoft Excel and PowerPoint for Business,"1,2",0,
BPM1705,Understanding How Business Works,1,0,
BPS5000,Dissertation,"1,2",8,
BPS5111,Integrated Building Design,1,4,
BPS5112,Green Building Integration and Evaluation Studio,"1,2",8,
BPS5221,Microclimate Design,1,4,
BPS5222,Indoor Environmental Quality,2,4,
BPS5223,Building Energy Performance - Passive Systems,1,4,
BPS5224,Building Energy Performance - Active Systems,1,4,
BPS5225,Building Energy Audit and Performance Measurement and Verification,2,4,
BPS5226,Smart Buildings and Facilities,2,4,
BPS5228,Advanced Building Materials and Structures,2,4,
BPS5229,Data Science for the Built Environment,2,4,
BPS5300,Topics in Building Performance and Sustainability,"1,2",4,
BRP6551,Graduate Research Seminar 1,1,2,
BRP6552,Graduate Research Seminar 2,2,2,
BS5770,Graduate Seminar,"1,2",4,
BS6770,Phd Seminar,"1,2",4,
BSE3701,Macroeconomic Principles in the Global Economy,"1,2",4,"{'or': ['BSP1703%:D', 'BSP1707%:D', 'EC1301:D']}"
BSE3702,Economics of Strategy,"1,2",4,"{'or': ['BSP1703%:D', 'BSP1707%:D', 'EC1301:D', 'EC1101E:D', 'EC2101:D']}"
BSE3703,Econometrics for Business I,"1,2",4,"{'or': ['BSP1703%:D', 'BSP1707%:D', 'EC1301:D', 'EC1101E:D']}"
BSE3711,Strategic Thinking: Economic Applications,2,4,"{'or': ['BSP1005:D', 'BSP1005A:D', 'BSP1005B:D', 'BSP1005X:D', 'BSP1707%:D', 'BSP1703%:D']}"
BSE3751,Independent Study in Business Economics,1,4,
BSE4751,Advanced Independent Study in Business Economics,1,4,
BSE4761A,Seminars in Business Economics: International Economics,"1,2",4,"{'or': ['BSP1703%:D', 'BSP1707%:D']}"
BSN3701,Technological Innovation,1,4,
BSN3701A,Technological Innovation,2,4,
BSN3701B,Technological Innovation,2,4,
BSN3702,New Venture Creation,"1,2",4,
BSN3703,Entrepreneurial Strategy,"1,2",4,
BSN3714,Co-Creating Value (Tools for Collaborative Innovation),1,4,"{'and': [{'or': ['BSP1703%:D', 'BSP1707%:D']}, 'BSP2701%:D', 'MNO1706%:D']}"
BSN3715,Digital Strategy,2,4,"{'and': [{'or': ['BSP1703%:D', 'BSP1707%:D']}, 'BSP2701%:D']}"
BSN3751,Independent Study in Innovation & Entrepreneurship,"1,2",4,
BSN4711,Product Validation,2,4,"{'and': [{'or': ['BSP1703%:D', 'BSP1707%:D']}, 'BSP2701%:D', 'BSP1702%:D']}"
BSN4751,Adv Independent Study in Innovation & Entrepreneurship,"1,2",4,
BSP1702,Legal Environment of Business,"1,2",4,
BSP1702X,Legal Environment of Business,"1,2",4,
BSP1703,Managerial Economics,"1,2",4,
BSP1707A,Managerial Economics: Exposure,2,2,
BSP2701,Global Economy,"1,2",2,"{'or': ['BSP1703%:D', 'BSP1707%:D', 'EC1101E:D', 'EC1301:D']}"
BSP3701A,Strategic Management,"1,2",4,"{'and': ['ACC1701%:D', 'BSP1702%:D', {'or': ['BSP1703%:D', 'BSP1707%:D']}, 'DAO1704%:D', 'MKT1705%:D', 'MNO1706%:D', {'or': ['ES2002:D', 'ES1601:D', 'ES1601A:D', 'MNO2706:D']}, 'BSP2701%:D', 'DAO2702%:D', 'DAO2703%:D', 'FIN2704%:D', 'MNO2705%:D']}"
BSP3701B,Strategic Management,"1,2",4,"{'and': ['ACC1701%:D', 'BSP1702%:D', {'or': ['BSP1703%:D', 'BSP1707%:D']}, 'DAO1704%:D', 'MKT1705%:D', 'MNO1706%:D', {'or': ['ES2002:D', 'ES1601:D', 'ES1601A:D', 'MNO2706:D']}, 'BSP2701%:D', 'DAO2702%:D', 'DAO2703%:D', 'FIN2704%:D', 'MNO2705%:D']}"
BSP3701C,Strategic Management,1,4,"{'and': ['ACC1701%:D', 'BSP1702%:D', {'or': ['BSP1703%:D', 'BSP1707%:D']}, 'DAO1704%:D', 'MKT1705%:D', 'MNO1706%:D', {'or': ['ES2002:D', 'ES1601:D', 'ES1601A:D', 'MNO2706:D']}, 'BSP2701%:D', 'DAO2702%:D', 'DAO2703%:D', 'FIN2704%:D', 'MNO2705%:D']}"
BST3762,Effective Leadership in Action,"1,2",2,
BT1101,Introduction to Business Analytics,"1,2",4,
BT2101,Econometrics Modeling for Business Analytics,"1,2",4,"{'and': [{'or': ['MA1521:D', 'MA1102R:D', 'MA2002:D', 'MA1505:D']}, {'or': ['BT1101:D', 'EC2303:D', 'ST1131:D', 'DSA1101:D', 'DSE1101:D']}]}"
BT2102,Data Management and Visualisation,"1,2",4,"{'and': [{'or': ['EC2303:D', 'BT1101:D', 'ST1131:D', 'DSA1101:D', 'DSE1101:D']}, {'or': ['CS1010:D', 'CS1010X:D', 'CS1010E:D', 'CS1010J:D', 'CS1101S:D', 'CS1010S:D', 'CS1010A:D']}]}"
BT3017,Feature Engineering for Machine Learning,2,4,"{'and': ['BT1101:D', {'or': ['CS1010J:D', 'CS1010E:D', 'CS1010S:D', 'CS1010X:D', 'CS1010:D', 'CS1101S:D', 'CS1010A:D']}, {'or': ['ST2334:D', {'and': [{'nOf': [2, ['ST2131:D', 'ST2132:D']]}, {'or': ['MA2001:D', 'MA1522:D', 'MA1311:D']}]}]}]}"
BT3102,Computational Methods for Business Analytics,"1,2",4,"{'and': ['BT2101:D', {'or': ['CS1020:D', 'CS1020E:D', 'CS2020:D', 'CS2030:D', 'CS2030S:D', 'CS2103:D', 'CS2103T:D', 'CS2113:D', 'CS2113T:D']}]}"
BT3103,Application Systems Development for Business Analytics,"1,2",4,"{'or': ['BT2102:D', 'IS1112FC:D', 'IS1112:D', 'IS1112X:D']}"
BT3104,Optimization Methods for Business Analytics,1,4,"{'and': [{'or': ['MA1521:D', 'MA1102R:D', 'MA2002:D']}, 'BT2101:D']}"
BT4010,Business Analytics Internship Programme,"1,2",12,BT2010:D
BT4011,Business Analytics Capstone Industry Project,1,14,BT4010:D
BT4012,Fraud Analytics,1,4,BT3102:D
BT4013,Analytics for Capital Market Trading and Investment,1,4,BT3102:D
BT4014,Analytics Driven Design of Adaptive Systems,1,4,BT2102:D
BT4015,Geospatial Analytics,1,4,"{'and': [{'or': ['ST2131:D', 'MA2116:D', 'ST2334:D', 'MA2216:D']}, {'nOf': [2, ['BT2101:D', 'BT2102:D']]}, {'or': ['CS2040S:D', 'CS2040:D', 'CS2040C:D']}]}"
BT4016,Risk Analytics for Financial Services,2,4,"{'and': ['BT2101:D', 'BT2102:D']}"
BT4101,B.Sc. (Business Analytics) Dissertation,"1,2",12,
BT4103,Business Analytics Capstone Project,"1,2",8,"{'and': ['BT3102:D', 'BT3103:D', {'or': ['IS2101:D', 'ES1601:D', 'ES2002:D']}, 'BT2101:D', 'BT3103:D', {'or': ['IS2101:D', 'UWC2101%:D', 'ES2002:D', 'ES1601:D']}]}"
BT4211,Data-Driven Marketing,2,4,"{'and': [{'or': ['MKT1705X:D', 'MKT1003X:D']}, {'or': [{'and': ['BT2101:D', {'or': ['BT2102:D', 'IS1112:D']}]}, {'nOf': [2, ['DBA3803:D', 'IT3010:D']]}]}]}"
BT4212,Search Engine Optimization and Analytics,1,4,"{'or': [{'and': [{'or': ['CS1010:D', 'CS1010E:D', 'CS1101S:D', 'CS1010J:D', 'CS1010S:D', 'CS1010X:D', 'CS1010FC:D', 'CS1010A:D']}, 'BT2101:D']}, {'nOf': [2, ['DAO2702:D', 'DBA3803:D']]}]}"
BT4222,Mining Web Data for Business Insights,"1,2",4,"{'or': [{'and': [{'or': ['CS1010:D', 'CS1010E:D', 'CS1101S:D', 'CS1010J:D', 'CS1010S:D', 'CS1010X:D', 'CS1010A:D']}, {'nOf': [2, ['BT2101:D', 'BT2102:D']]}]}, {'nOf': [3, ['DAO2702:D', 'DBA3803:D', 'IT3010:D']]}]}"
BT4240,Machine Learning for Predictive Data Analytics,2,4,"{'and': [{'or': ['MA1311:D', 'MA1101R:D', 'MA2001:D', 'MA1522:D', 'MA1508E:D', 'MA1513:D']}, {'or': ['MA2002:D', 'MA1521:D', 'MA1102R:D']}, 'BT2101:D']}"
BT4301,Business Analytics Solutions Development and Deployment,2,4,BT3103:D
BT5110,Data Management and Warehousing,1,4,
BT5126,Hands-on with Business Analytics,2,4,
BT5151,Advanced Analytics and Machine Learning,2,4,"{'or': ['DBA5103:D', 'DBA5106:D']}"
BT5153,Applied Machine Learning for Business Analytics,2,4,
BWS3804,Business Work-Study Internship Programme (8 weeks),"1,2",4,
BWS3806,Business Work-Study Internship Programme (12 weeks),2,6,
BWS3814,Business Work-Study Internship Programme (28 weeks),"2,3,4",14,
BWS3816,Business Work-Study Internship Programme (32 weeks),"1,2,3,4",16,
BZD6004,Applied Econometrics II,2,4,
BZD6010,Seminar in Research Methodology,1,4,
BZD6011,Advanced Quantitative Research Methods,2,4,
BZD6012,Experimental Methods for Behavioral Research,2,4,
BZD6016,Econometric Models in Marketing,1,4,
CAH5101,Care of the Newborn & Common Paediatric Surgical Issues,1,4,
CAH5102,Care of the Well Child,1,4,
CAH5103,Acute Paediatrics,1,4,
CAH5104,Early Childhood Development,2,2,
CAH5105,Holistic Care for School-Aged Children,2,5,
CAH5106,Adolescent Health,2,5,
CAS5101,Theorizing from Asia,1,5,
CAS5660,Independent Study,"1,2",4,
CAS6101,Asian Studies in Asia,1,4,
CAS6660,Independent Study,"1,2",4,
CAS6770,Graduate Research Seminar,2,4,
CDE2000,Creating Narratives,"1,2",4,
CDE2212,AI for Design,1,4,
CDE2501,Liveable Cities,"1,2",4,
CDE2502,Cities for All,2,4,
CDE2503,Cities in Nature,2,4,
CDE3504,Smart Cities,1,4,
CDE3505,Planning and Governing Cities,1,4,
CDE4501B,Topics in Challenges of Cities,2,4,
CDE5301,Major Design Project,2,12,
CDE5302,Design Thinking and Product Development,2,4,
CDE5304,Ideas to Market,1,4,
CDE5311,Essential Skills in UI/UX Design,"1,2",4,
CDM5101,Fundamentals of Cancer Biology,2,4,
CDM5102,Translational Cancer Research,1,4,CDM5101:D
CDM5103,Advanced Topics in RNA Biology and Human Diseases,1,4,
CDM5104,Computational genomics,2,4,
CE1103,Principles of Structural and Geotechnical Engineering,1,4,
CE2003,"Energy, Environment and Economics",2,4,
CE2134,Fluid Mechanics,1,4,
CE2155,Principles of Structural Mechanics and Materials,2,4,
CE2407A,Uncertainty Analysis for Engineers,1,2,
CE2407B,Introduction to Numerical Methods for Engineers,2,2,
CE3001,Water-Food-Energy Nexus,1,4,
CE3102,Socio-economically sustainable developments,"1,2",4,
CE3115,Stability of Slopes and Earth Retention Systems,2,4,CE1103:D
CE3116,Foundation Engineering,2,4,CE2112:D
CE3121,Urban Transportation Engineering,1,4,"{'or': ['CE2407:D', 'CE2407A:D']}"
CE3132,Hydrology and Free Surface Flows,2,4,CE2134:D
CE3155A,Structural Behaviour,1,2,"{'or': ['CE2155:D', 'CE2155:S']}"
CE3155B,Structural Modelling,1,2,"{'or': ['CE2155:D', 'CE2155:S']}"
CE3165,Concrete Design for Urban Infrastructure,1,4,"{'nOf': [2, ['CE3155A', 'CE3155B']]}"
CE3166,Structural Steel Design and System,2,4,"{'or': ['CE2155:D', 'CE2155:S']}"
CE3201,Civil Engineering Analytics and Data Visualization,1,2,
CE3202,Data Acquisition for Civil Engineering Applications,1,2,
CE3203,Optimization and Algorithms for Civil Engineers,2,2,
CE3204,Data Management for Civil Engineers,2,2,
CE4103,Design Project,"1,2",4,
CE4103R,Design Project,2,8,
CE4104,B. Eng. Dissertation,"1,2",8,
CE4221,Design of Land Transport Infrastructures,1,4,CE3121:D
CE5001,Research Project,"1,2",8,
CE5002A,Capstone Project for Structural Engineering,2,4,"{'and': [{'or': ['CE5509QA', 'CE5509A']}, {'or': ['CE5509QB', 'CE5509B']}, {'or': ['CE5510QA', 'CE5510A']}, {'or': ['CE5510QB', 'CE5510B']}]}"
CE5002B,Capstone Project for Geotechnical Engineering,2,4,"{'and': [{'or': ['CE5108QA', 'CE5108A']}, {'or': ['CE5108QB', 'CE5108B']}, {'or': ['CE5113QA', 'CE5113A']}, {'or': ['CE5113QB', 'CE5113B']}]}"
CE5002D,Capstone Project for Transportation Engineering,2,4,"{'nOf': [2, ['CE4221', 'CE5203', 'CE5205', 'CE5209', 'CE5210']]}"
CE5002E,Capstone Project for Infrastructure Digitalization & Management,2,4,
CE5003,Industrial Attachment,2,4,
CE5010A,Finite Element Concepts & Applications,1,2,
CE5010QA,Finite Element Concepts & Applications,1,2,
CE5101,Seepage & Consolidation of Soils,1,4,CE2112:D
CE5104A,Tunnelling in Soils,1,2,
CE5104B,Tunnelling in Rocks,1,2,
CE5104QA,Tunnelling in Soils,1,2,
CE5104QB,Tunnelling in Rocks,1,2,
CE5106A,"Ground Improvement - Hydraulic, Vibratory & Chemical",2,2,
CE5106B,"Ground Improvement - Dynamic, Geosynthetic & Inclusions",2,2,
CE5106QA,"Ground Improvement - Hydraulic, Vibratory & Chemical",2,2,
CE5106QB,"Ground Improvement - Dynamic, Geosynthetic & Inclusions",2,2,
CE5107A,Pile Foundation Design,2,2,
CE5107B,Advanced Topics in Pile Foundation Design,2,2,CE5107A:D
CE5107QA,Pile Foundation Design,2,2,
CE5107QB,Advanced Topics in Pile Foundation Design,2,2,
CE5108A,Key Principles and Concepts of Earth Retention Systems,1,2,
CE5108B,Deep Excavations Analysis and Modelling,2,2,
CE5108QA,Key Principles and Concepts of Earth Retention Systems,1,2,CE2112:D
CE5108QB,Deep Excavations Analysis and Modelling,1,2,CE2112:D
CE5111,Underground Construction Design Project,"1,2",4,
CE5112,Structural Support Systems for Excavation,2,4,"{'or': ['CE5108', {'nOf': [2, ['CE5108QA', 'CE5108QB']]}]}"
CE5113A,Geotechnical Site Investigation,1,2,
CE5113B,Geophysical Methods & Geotechnical Monitoring,1,2,
CE5113QA,Geotechnical Site Investigation,1,2,"{'nOf': [2, ['CE2112:D', 'CE3116:D']]}"
CE5113QB,Geophysical Methods & Geotechnical Monitoring,1,2,"{'nOf': [2, ['CE2112:D', 'CE3116:D']]}"
CE5203,Traffic Flow & Control,2,4,CE3121:D
CE5205,Transportation Planning,1,4,CE3121:D
CE5208,Transport Infrastructure Asset Management,2,4,CE3121:D
CE5209,Transportation Data Analytics and Modeling,1,4,CE3121:D
CE5214QA,Energy Demand Analysis for the Built Environment,2,2,
CE5214QB,"Mobility, Climate Change, and Energy Markets",2,2,
CE5308A,Coastal Processes and Protection,2,2,
CE5308B,Sediment Transport and Coastal Protection,2,2,
CE5308QA,Coastal Processes and Protection,2,2,
CE5308QB,Sediment Transport and Coastal Protection,2,2,
CE5310,Hydroinformatics,2,4,"{'nOf': [2, ['CE2134:D', 'CE3132:D']]}"
CE5312,Open Channel Hydraulics,1,4,CE3132:D
CE5314,HEWRM Project,"1,2",8,
CE5315,Climate Science for Engineers,1,4,"{'or': ['CE3132:D', 'CE3132:S']}"
CE5316QA,Water Resources for Smart and Liveable Cities: Intro,1,2,"{'or': ['CE3132:D', 'CE3132:S']}"
CE5316QB,Water Resources Modeling for Urban Catchments,1,2,CE3132:D
CE5317A,Eco-hydrology,2,2,
CE5317B,Nature Based Solutions for Coastal Protection,2,2,
CE5317QA,Eco-hydrology,2,2,
CE5317QB,Nature Based Solutions for Coastal Protection,2,2,
CE5509A,Advanced Structural Steel Design,1,2,
CE5509B,Design of Composite Steel and Concrete Structures,1,2,
CE5509QA,Advanced Structural Steel Design,1,2,
CE5509QB,Design of Composite Steel and Concrete Structures,1,2,
CE5510A,Advanced Structural Concrete Design,1,2,
CE5510B,Rational Design of Structural Concrete Systems,1,2,
CE5510QA,Advanced Structural Concrete Design,1,2,
CE5510QB,Rational Design of Structural Concrete Systems,1,2,
CE5513,Plastic Analysis Of Structures,2,4,CE2155:D
CE5515,Structural Health Monitoring,2,4,CE3202:D
CE5516A,Structural Stability Concepts & Applications,2,2,
CE5516B,Structural Dynamics Concepts & Applications,2,2,
CE5516QA,Structural Stability Concepts & Applications,2,2,
CE5516QB,Structural Dynamics Concepts & Applications,2,2,
CE5604,Advanced Concrete Technology,2,4,CE2155:D
CE5610A,Special Types of Concrete and Cementitious Material,1,2,
CE5610B,Concrete Repair and Retrofitting of Structural Concrete,1,2,
CE5610QA,Concrete and Cementitious Composites,1,2,
CE5610QB,Repair and Retrofit of Concrete Structures,1,2,
CE5611A,Advanced Prestressed Concrete Design,2,2,
CE5611B,Precast Structural Concrete Design,2,2,
CE5611QA,Advanced Prestressed Concrete Design,2,2,
CE5611QB,Precast Structural Concrete Design,2,2,
CE5666,Industrial Attachment,"1,2",4,
CE5716,Introduction to Ocean Infrastructure & Renewables,2,2,
CE5717,Mooring and Cables for Ocean Infrastructure,2,2,
CE5721QA,Ocean Wind and Wave,1,2,
CE5721QB,Ocean Environmental Loads,1,2,
CE5805A,Construction Productivity Analytics,2,2,
CE5805B,Design for Manufacture and Assembly,2,2,
CE5805QA,Construction Productivity Analytics,2,2,
CE5805QB,Design for Manufacture and Assembly,2,2,
CE5806A,Advanced Construction Planning & & Control,2,2,
CE5806B,Lean Construction,2,2,
CE5806QA,Advanced Construction Planning & Control,2,2,
CE5806QB,Lean Construction,2,2,
CE5807A,Digital Technologies for Construction,1,2,
CE5807B,Integrated Construction Logistics,1,2,
CE5807QA,Digital Technologies for Construction,1,2,
CE5807QB,Integrated Construction Logistics,1,2,
CE5808A,Virtual Design in BIM,1,2,
CE5808B,Advanced Digital Construction,1,2,
CE5808QA,Virtual Design in BIM,1,2,
CE5808QB,Advanced Digital Construction,1,2,
CE5809,Management and Economics of International Construction,2,4,"{'or': ['CE2102:D', 'CE2102:S']}"
CE5999,Graduate Seminars,"1,2",4,
CE6001,Operations & Management of Infrastructure Systems,1,4,
CE6006,Advanced Finite Element Analysis,2,4,
CE6077A,Numerical methods in Civil Engineering,1,2,
CE6077B,Numerical Methods for Environmental Flows,1,2,CE6077A
CE6077QA,Numerical methods in Civil Engineering,1,2,
CE6077QB,Numerical Methods for Environmental Flows,1,2,
CE6102,Geotechnical Analysis,2,4,"{'or': [{'nOf': [2, ['CE4257', 'CE6101']]}, {'nOf': [3, ['CE5010QA', 'CE5010QB', 'CE6101']]}]}"
CE6601,Characterization of Sustainable Building Materials,2,4,
CE6999,Doctoral Seminars,"1,2",8,
CEG5001,Computer Engineering Project (Minor) I,"1,2",4,
CEG5002,Computer Engineering Project (Minor) II,"1,2",4,CEG5001:D
CEG5003,Computer Engineering Project,"1,2",8,
CEG5101,Modern Computer Networking,"1,2",4,
